,Subject,CardSort_Unadj,Flanker_Unadj,IWRD_TOT,ProcSpeed_Unadj,ListSort_Unadj,PicVocab_Unadj,ReadEng_Unadj,LifeSatisf_Unadj,MeanPurp_Unadj,PosAffect_Unadj,AngAffect_Unadj,AngHostil_Unadj,FearAffect_Unadj,PercStress_Unadj,Sadness_Unadj
636,891667,107.8,94.96,39,104.06,96.99,113.7421,109.1613,59.1,62.5,55.7,38.9,59.4,46.3,54.3,38.9
637,894067,130.49,117.18,32,133.26,121.89,108.3378,122.6249,23.7,51.9,50.2,51.3,36.6,54.4,47.4,43.6
638,894673,118.77,106.37,34,104.79,126.18,109.89,117.75,60.1,68.2,60.2,36.9,40.5,49.6,40.8,39.4
639,894774,131.62,109.9,38,145.54,117.39,140.8151,135.7891,64.5,53.6,58.5,31.6,36.6,32.9,26.4,34.2
640,896879,107.34,122.4,36,110.91,112.89,104.93,112.97,55.0,48.1,44.4,49.0,50.0,44.0,43.6,41.4
641,899885,130.44,113.75,39,121.9,117.39,120.11,126.67,41.7,43.2,37.3,56.6,60.3,53.7,51.7,48.7
642,901139,122.87,113.5,34,126.83,126.18,117.01,112.21,57.1,51.9,50.2,42.4,41.4,51.4,45.9,48.7
643,901442,108.13,118.42,38,111.11,108.06,123.1737,125.1485,62.5,62.9,61.6,44.2,44.8,49.0,45.4,34.2
644,902242,117.96,107.98,38,114.52,108.06,121.7991,123.3236,57.1,50.0,54.1,49.8,47.2,48.5,48.6,44.1
645,904044,111.43,111.24,36,110.33,96.99,116.3,112.31,74.6,66.3,65.0,28.6,36.6,46.0,37.3,34.2
646,905147,114.09,107.48,37,124.27,108.06,116.1135,128.0415,51.2,52.2,50.2,57.0,53.0,46.0,50.9,46.1
647,907656,130.15,114.97,36,115.83,117.39,112.2165,111.3878,44.0,46.5,48.4,49.0,66.2,45.7,52.9,48.1
648,908860,115.29,114.97,38,114.52,144.5,130.8818,135.9465,47.5,43.9,42.7,60.4,68.2,46.4,43.6,57.6
649,910241,104.63,92.08,37,103.24,117.39,118.14,119.07,57.1,71.6,50.2,47.5,53.5,51.2,54.0,51.7
650,910443,138.82,121.83,38,133.26,117.39,122.991,122.4565,60.1,50.0,61.9,44.6,51.4,40.4,40.3,34.2
651,911849,93.43,116.34,39,111.11,112.89,123.6109,121.2175,54.4,60.1,48.4,52.8,50.2,57.7,60.1,51.7
652,912447,112.37,108.25,37,114.52,93.9,112.2666,109.4165,58.7,48.5,48.4,43.3,64.0,58.3,64.0,54.7
653,917558,113.58,97.68,33,124.27,126.18,114.2385,113.5625,48.0,52.2,50.2,46.0,43.3,53.1,48.5,42.8
654,923755,118.69,116.43,35,122.72,117.39,112.1132,119.1287,55.0,50.6,56.8,56.9,47.1,44.0,50.2,48.1
655,926862,108.91,125.71,28,82.08,126.18,121.5768,120.0296,52.6,50.0,42.0,51.0,45.7,50.8,46.3,43.0
656,927359,122.83,107.28,38,126.95,126.18,110.2059,113.4772,62.5,58.6,50.2,46.3,40.5,43.7,33.2,38.9
657,930449,117.82,110.63,37,117.57,96.99,111.21,114.29,60.1,46.1,60.1,43.7,49.3,48.5,42.8,39.8
658,932554,108.73,108.31,37,110.06,117.39,116.0,124.69,48.3,50.6,50.2,46.0,59.5,44.0,51.5,46.1
659,933253,138.87,120.07,39,138.72,121.89,121.8092,124.1825,62.8,55.5,56.8,38.8,48.9,38.6,39.4,38.9
660,942658,143.94,135.02,40,140.59,126.18,123.8913,122.0112,69.6,50.0,71.6,41.0,40.5,51.9,34.8,42.7
661,943862,123.42,119.39,33,150.84,104.06,120.4706,126.1751,51.8,49.0,50.2,40.2,45.0,42.0,45.2,38.9
662,951457,128.44,114.2,34,114.03,91.07,111.56,110.79,36.8,43.9,48.4,52.8,43.6,49.0,49.3,55.0
663,952863,119.16,99.32,39,106.57,121.89,106.503,119.1184,70.9,71.6,71.6,49.6,48.7,56.5,44.5,48.5
664,955465,124.87,120.07,32,121.22,100.43,103.231,108.5013,55.0,59.7,50.2,47.2,56.6,44.3,50.4,46.1
665,957974,124.2,108.14,36,112.02,100.43,116.37,109.54,44.4,52.2,50.2,37.9,53.8,46.0,53.2,45.7
666,958976,103.29,107.92,30,108.47,108.06,119.56,114.49,52.6,35.4,42.3,46.3,48.4,54.0,48.9,58.4
667,959574,104.85,100.12,40,125.83,93.9,126.33,131.34,55.0,56.1,61.4,51.1,48.5,57.7,49.5,49.4
668,965367,119.17,97.48,35,133.26,100.43,112.5249,121.1627,43.0,50.0,57.1,47.5,36.6,51.2,48.2,38.9
669,966975,113.18,107.12,34,122.72,108.06,98.60051,97.95284,52.0,53.5,50.2,44.1,50.3,54.9,51.0,42.1
670,969476,109.27,106.32,35,131.64,112.89,104.2118,105.3674,57.1,40.5,45.0,47.5,61.9,51.2,55.2,55.0
671,971160,118.71,123.33,27,122.72,108.06,130.8161,127.9889,46.1,54.9,45.3,51.8,58.1,62.7,60.5,52.7
672,983773,122.83,124.4,35,116.07,117.39,137.52,123.52,42.5,38.6,48.4,57.0,63.4,53.1,54.0,45.6
673,984472,122.17,125.71,40,120.44,93.9,123.69,130.74,60.1,56.5,48.4,38.1,36.6,57.0,42.8,34.2
674,987074,117.45,124.78,38,140.59,104.06,112.0597,119.3207,57.1,50.0,50.2,28.6,53.3,32.9,46.5,34.2
675,987983,115.28,119.16,36,107.88,112.89,120.01,130.75,55.0,48.1,46.5,46.0,53.2,45.7,41.0,42.8
676,989987,117.59,114.12,32,102.91,117.39,120.1907,111.4828,57.1,62.7,33.2,36.2,36.6,42.6,52.0,42.0
677,990366,122.18,112.21,35,146.95,104.06,112.9724,94.23567,55.0,50.5,46.5,46.2,53.0,46.0,49.3,48.1
678,991267,136.1,126.53,33,119.54,121.89,123.14,125.39,51.4,42.4,37.3,50.6,49.1,49.3,46.3,54.3
679,992673,94.96,94.87,34,104.06,100.43,118.4463,117.9919,67.8,64.3,50.2,48.4,36.6,51.2,41.0,41.5
680,992774,126.37,124.64,34,114.31,96.99,106.09,108.69,44.4,50.0,48.4,43.8,51.5,46.7,46.7,42.6
681,993675,120.35,116.43,38,113.4,121.89,135.6653,129.408,51.4,59.8,46.2,49.8,48.9,53.7,49.8,50.8
682,996782,117.78,102.43,37,101.6,108.06,135.3116,133.3478,67.7,42.4,57.2,52.0,48.9,51.2,43.0,45.6
