,Subject,CardSort_Unadj,Flanker_Unadj,IWRD_TOT,ProcSpeed_Unadj,ListSort_Unadj,PicVocab_Unadj,ReadEng_Unadj,LifeSatisf_Unadj,MeanPurp_Unadj,PosAffect_Unadj,AngAffect_Unadj,AngHostil_Unadj,FearAffect_Unadj,PercStress_Unadj,Sadness_Unadj
205,164030,123.58,109.62,34,113.13,112.89,115.86,116.17,57.1,56.1,40.7,45.9,36.6,42.6,24.7,38.5
206,164636,114.13,124.78,32,101.6,137.98,114.8892,107.4167,74.6,63.1,52.7,44.4,42.8,43.8,32.2,48.1
207,165436,103.89,95.9,34,135.98,112.89,125.7097,130.7467,51.1,50.2,46.5,50.6,67.5,59.8,50.6,48.2
208,165638,108.08,107.92,36,129.82,126.18,136.049,129.6218,67.7,61.3,65.8,37.8,47.6,41.4,29.2,34.2
209,166438,112.9,107.48,35,107.86,117.39,119.1,127.68,52.6,48.5,52.7,43.0,59.6,49.6,41.4,38.5
210,167036,116.55,101.99,37,109.36,100.43,112.82,112.52,74.6,71.6,58.5,47.5,42.8,49.6,36.1,41.5
211,167238,119.76,116.72,32,96.06,108.06,112.2093,115.3645,64.5,51.7,58.7,54.0,59.5,49.0,45.3,46.1
212,167440,112.04,112.13,40,105.28,93.9,113.9494,120.5032,43.1,52.2,43.6,40.5,49.1,45.9,43.1,56.9
213,168139,101.7,104.56,36,100.29,121.89,122.1224,108.3083,59.7,56.7,50.2,49.2,46.2,53.1,61.4,47.2
214,168341,104.41,103.95,30,93.77,112.89,134.35,119.15,40.6,40.5,50.2,49.6,42.8,39.9,38.1,34.2
215,168745,105.99,99.86,36,102.91,121.89,115.6633,106.5137,45.4,48.5,36.0,59.2,62.3,63.3,57.2,58.8
216,168947,108.18,97.34,35,129.82,117.39,116.5913,112.6107,57.1,53.9,50.2,44.2,58.3,32.9,38.4,34.2
217,169444,108.25,104.72,33,101.6,104.06,123.2308,126.4789,66.9,67.3,60.0,58.8,43.3,66.9,59.0,47.6
218,169545,143.94,116.34,36,149.88,126.18,112.2389,121.4331,54.4,56.2,48.1,52.2,53.6,54.4,42.8,44.0
219,169747,108.39,115.12,38,117.2,108.06,118.1377,126.7149,59.7,50.0,47.2,48.1,51.2,53.7,42.2,48.7
220,169949,122.44,115.87,35,144.47,112.89,113.4016,113.0933,65.6,58.5,50.2,43.0,45.0,51.2,31.8,34.2
221,171330,111.22,113.5,31,96.06,108.06,119.8787,105.5136,52.9,50.0,42.0,46.1,52.2,50.6,37.3,47.6
222,172029,116.59,109.62,33,110.12,100.43,110.8088,113.546,62.8,52.2,50.2,49.8,62.9,58.3,52.4,49.9
223,172130,118.52,113.32,34,103.62,112.89,113.03,107.57,38.8,42.1,48.4,54.1,46.7,54.4,52.4,47.6
224,172332,104.38,104.59,40,100.17,93.9,99.61,103.02,43.4,54.3,37.9,28.6,49.0,46.0,45.5,46.1
225,172433,111.94,107.76,39,119.98,117.39,109.9719,108.9928,44.0,51.9,45.6,28.6,56.2,32.9,55.7,42.6
226,172534,109.81,106.72,36,115.42,117.39,114.55,110.42,57.1,53.2,52.7,42.2,57.7,32.9,41.8,34.2
227,172938,108.38,104.32,32,104.23,96.99,96.46,103.51,57.3,58.7,51.8,40.3,47.1,46.7,46.8,34.2
228,173334,115.03,125.54,37,108.58,133.93,137.54,140.06,48.9,48.1,44.4,45.1,55.1,51.2,49.1,45.6
229,173435,115.91,106.78,34,113.4,121.89,125.57,122.55,40.9,59.9,48.4,47.0,40.5,49.6,35.2,46.1
230,173536,122.99,114.33,34,149.88,108.06,117.2627,121.3263,57.1,45.8,44.7,59.4,50.0,59.7,48.8,52.5
231,173738,121.24,118.28,38,110.12,100.43,135.1487,130.1794,58.6,50.0,38.4,57.1,51.6,55.1,61.7,52.7
232,173940,107.84,96.43,36,109.81,121.89,118.1,126.17,60.1,48.1,46.5,47.2,52.0,51.2,52.4,49.4
233,174437,102.11,108.59,38,115.22,96.99,101.47,108.74,49.8,68.1,58.2,53.2,55.1,59.7,60.2,53.5
234,174841,120.38,99.32,36,118.67,100.43,124.1657,119.0421,66.9,50.6,60.8,32.7,36.6,32.9,22.4,34.2
235,175136,111.88,98.51,31,124.27,108.06,114.1786,106.6453,70.1,61.6,66.0,44.3,54.7,51.0,37.0,42.1
236,175237,112.4,117.4,29,154.69,130.38,122.3772,117.1033,57.1,50.0,57.1,45.1,45.2,44.3,39.1,46.1
237,175742,116.5,110.53,35,133.26,117.39,116.2988,109.4593,57.1,61.6,50.2,42.4,53.0,40.1,39.1,34.2
238,176037,128.19,127.66,35,150.84,117.39,115.7057,112.6149,57.1,50.3,48.4,49.8,54.5,49.0,54.4,49.9
239,176542,101.27,111.62,37,109.88,112.89,118.54,106.86,45.5,37.9,45.0,44.4,42.8,35.9,43.6,34.2
240,176845,107.14,109.54,35,115.83,104.06,107.4004,110.0629,58.9,53.2,71.6,28.6,36.6,42.7,39.0,42.1
241,177140,113.2,104.82,36,119.98,117.39,120.6846,116.366,49.8,50.0,36.2,44.6,45.1,51.2,43.8,44.0
242,177241,118.45,112.13,40,122.72,104.06,109.7422,109.1947,62.5,55.8,50.2,43.8,42.8,46.0,46.7,34.2
243,177645,125.42,110.91,39,107.82,108.06,121.22,117.58,48.0,48.1,40.3,53.9,45.0,54.0,46.1,51.7
244,178142,122.5,114.23,36,127.53,121.89,132.41,135.36,55.0,38.7,48.4,40.3,53.9,32.9,41.6,34.2
245,178243,98.44,130.89,36,128.25,108.06,102.8098,104.3683,47.0,42.1,44.4,40.6,58.1,45.2,58.5,42.2
246,178849,118.76,131.61,36,118.67,108.06,118.3415,113.1191,50.2,48.1,50.2,49.7,53.8,56.0,47.5,55.0
247,178950,120.24,114.33,36,117.15,126.18,110.83,126.87,42.0,36.8,40.2,67.2,59.4,56.0,58.9,62.2
248,180230,128.03,106.2,34,105.28,137.98,126.0044,122.5554,62.8,61.4,48.1,39.4,49.0,32.9,42.1,34.2
249,180432,143.94,136.62,40,129.14,100.43,125.97,124.94,65.8,59.8,46.5,52.8,43.6,54.1,53.4,43.6
250,180533,119.93,99.82,33,128.25,108.06,110.0948,117.716,55.0,45.8,48.1,47.5,49.5,51.9,50.4,43.3
251,180735,106.14,93.64,34,105.28,117.39,120.5634,118.4759,57.1,57.5,52.7,46.4,36.6,46.0,46.8,46.1
252,180937,122.12,104.32,38,86.42,133.93,134.2792,131.8461,52.7,60.8,42.0,50.3,55.4,53.7,62.5,55.5
253,181232,130.59,120.9,40,122.31,112.89,121.11,114.31,64.3,51.9,56.4,40.3,44.8,51.4,43.7,41.0
254,183034,122.94,115.31,39,108.36,126.18,128.6,125.74,49.2,50.3,50.2,35.3,58.0,38.3,38.4,34.2
255,185038,123.05,112.25,31,113.4,108.06,118.6504,106.4497,34.9,40.8,38.2,64.3,66.8,70.2,67.2,60.6
256,185139,129.86,142.11,37,119.92,117.39,110.88,114.87,65.5,52.2,48.8,28.6,49.0,54.9,43.7,34.2
257,185341,132.18,117.28,37,94.92,108.06,106.3371,110.1555,40.6,50.0,42.0,54.0,52.7,64.9,67.1,65.8
258,185442,119.58,142.11,38,125.64,108.06,124.2415,134.631,69.0,34.2,52.3,36.3,36.6,52.2,42.7,45.7
259,185947,114.39,115.73,34,117.2,108.06,120.1457,117.5174,43.8,44.3,46.5,50.7,59.5,63.9,67.5,62.3
260,186040,138.87,119.39,40,154.69,133.93,140.8416,140.056,60.3,56.5,46.0,49.8,45.8,56.0,48.3,48.1
261,186141,95.95,107.12,31,103.01,100.43,107.78,91.02,48.3,48.8,48.6,43.5,55.5,46.0,60.0,53.4
262,186545,111.2,105.22,31,107.8,108.06,103.7439,114.4487,46.5,42.4,33.2,59.0,57.9,59.8,66.0,58.9
263,187143,106.28,96.14,37,87.68,117.39,123.59,125.0,49.8,53.8,61.5,50.6,47.3,51.2,47.0,47.6
264,187345,123.23,116.43,35,152.77,126.18,130.0463,125.4287,54.4,46.1,50.2,43.0,53.9,51.2,49.9,46.1
265,187547,121.77,125.05,38,117.87,126.18,113.48,122.27,57.1,60.6,57.2,38.0,55.1,41.2,42.9,34.2
266,187850,119.87,118.12,28,129.82,104.06,104.8351,103.2814,57.3,60.2,64.6,47.5,36.6,51.2,54.6,43.6
267,188145,118.18,96.47,33,112.27,126.18,124.4889,123.4163,71.9,60.6,48.4,44.8,36.6,46.0,35.1,43.6
268,188347,113.9,115.38,32,124.93,117.39,106.23,102.25,62.9,57.8,50.2,28.6,49.0,32.9,35.9,34.2
269,188448,123.99,112.77,37,121.22,126.18,122.8005,125.3169,58.7,56.1,55.7,52.8,62.6,45.7,48.3,46.1
270,188549,112.62,123.46,30,90.59,96.99,122.2997,124.1721,53.4,42.7,46.5,46.0,58.5,56.5,50.6,48.7
271,189450,103.5,103.64,35,99.55,100.43,108.1,109.59,57.1,50.0,52.7,53.7,48.9,53.9,52.1,55.0
272,189652,122.5,89.59,34,89.64,104.06,117.3556,111.714,60.1,52.2,52.7,47.5,49.0,54.9,55.7,41.3
273,190031,133.28,111.24,36,122.7,117.39,123.66,124.57,41.7,48.1,40.2,57.4,54.5,46.2,50.3,54.3
274,191033,114.32,116.34,36,115.9,104.06,113.7,110.88,62.8,58.7,58.7,56.4,47.1,53.9,51.9,46.1
275,191235,117.98,121.28,36,134.82,108.06,113.1324,113.7257,65.5,49.4,50.2,44.2,42.4,41.7,41.9,34.2
276,191336,134.24,123.33,37,131.39,126.18,120.92,120.4,45.4,38.4,49.9,60.6,36.6,59.8,57.4,48.1
277,191841,111.59,109.37,38,112.65,112.89,114.12,114.48,57.1,53.6,52.7,51.3,53.0,59.8,49.3,41.5
278,191942,109.56,98.63,37,109.05,112.89,125.4275,112.3828,62.8,66.2,66.8,41.9,40.5,46.2,28.9,34.2
279,192035,107.15,104.56,36,105.28,104.06,109.4123,116.0042,70.6,71.6,71.6,41.2,36.6,35.9,25.4,38.9
280,192136,112.74,117.89,37,121.22,108.06,101.1325,93.86195,55.1,58.0,50.8,55.6,56.3,50.4,45.4,42.0
281,192439,106.0,111.68,32,107.66,88.68,100.79,104.98,28.1,40.8,21.9,64.4,52.6,69.4,61.7,65.1
282,192540,119.76,114.15,31,109.84,112.89,105.98,115.97,59.7,50.0,52.7,28.6,42.4,54.0,35.9,38.9
283,192641,112.65,118.95,34,126.95,112.89,121.5331,119.7266,64.5,53.6,63.7,43.0,53.0,43.7,43.6,38.1
284,192843,113.03,124.13,38,101.28,100.43,119.88,115.16,55.0,50.0,55.7,54.4,48.0,51.2,48.2,51.3
285,193239,111.26,117.4,32,123.79,100.43,101.08,109.25,55.0,50.0,55.7,44.5,60.2,51.2,59.0,45.5
286,193845,116.7,113.07,37,126.95,112.89,116.529,105.9446,74.6,71.6,66.0,51.7,43.6,51.7,43.0,38.9
287,194140,104.77,110.9,37,107.74,93.9,104.42,107.98,47.2,55.7,50.6,42.5,51.4,46.9,52.3,50.8
288,194443,116.64,109.37,35,135.98,100.43,117.7173,124.9449,54.9,67.7,71.6,33.3,48.0,40.0,38.7,34.2
289,194645,116.7,113.75,32,77.83,112.89,102.9776,120.9898,57.1,47.8,42.0,52.0,55.5,51.2,54.2,51.3
290,195041,119.58,108.94,36,126.95,100.43,112.9418,126.2651,57.7,50.8,57.2,36.4,36.6,37.9,40.4,44.8
291,195445,118.76,108.78,35,112.27,108.06,118.1443,125.7272,40.1,34.1,45.0,55.7,60.6,59.6,64.7,51.3
292,195849,117.17,107.24,33,105.64,117.39,109.72,111.13,42.2,63.1,55.4,43.2,40.5,38.8,40.0,39.4
293,196144,120.05,109.29,27,110.26,112.89,109.99,122.9,44.8,43.9,36.2,57.1,64.4,59.6,55.8,55.0
294,196346,128.4,118.66,33,114.52,117.39,115.4399,106.5689,57.1,50.0,50.2,28.6,53.8,32.9,44.6,34.2
295,198451,118.33,118.28,37,117.67,117.39,115.48,111.28,52.0,45.2,56.5,58.9,54.7,64.9,57.4,64.0
296,198653,128.42,124.78,33,144.47,117.39,110.4944,120.518,54.9,37.9,45.9,54.9,59.6,43.9,50.1,55.4
297,199352,121.78,112.45,38,138.72,112.89,137.5687,124.1406,55.0,50.0,54.4,54.1,61.5,51.2,37.5,48.1
298,199453,110.55,127.95,37,116.01,121.89,119.55,112.25,57.3,57.8,52.7,32.0,42.8,46.0,47.5,45.5
299,199655,108.49,102.16,33,107.86,108.06,109.03,112.71,51.8,44.2,43.6,51.0,51.4,51.2,46.9,51.2
300,199958,107.98,113.42,31,105.08,108.06,121.67,103.27,47.6,42.1,54.1,52.3,62.6,49.2,59.3,34.2
301,200008,124.39,114.61,38,102.91,117.39,123.7836,127.9707,47.9,58.7,46.2,52.0,45.1,56.0,53.6,55.0
302,200109,118.69,124.92,39,154.69,126.18,115.0595,117.5935,57.1,51.9,52.1,45.6,45.0,51.2,42.3,43.3
303,200311,113.53,122.4,37,89.64,112.89,133.6614,150.705,57.7,56.9,50.1,47.0,47.2,46.0,43.7,45.6
304,200513,120.61,130.09,36,124.27,96.99,111.694,120.1667,50.0,50.0,48.1,51.7,63.3,54.4,52.1,56.9
305,201111,98.12,103.14,31,110.0,117.39,106.93,113.69,41.0,46.7,40.3,64.0,66.5,59.8,62.1,62.5
306,201818,109.47,103.76,35,105.68,93.9,124.12,118.92,57.1,57.6,46.1,48.1,55.7,45.7,44.4,43.6
307,202719,118.5,121.09,35,137.25,117.39,118.2223,105.4301,74.6,71.6,71.6,28.6,36.6,32.9,22.4,34.2
308,203418,117.19,109.98,38,116.75,104.06,129.02,132.65,47.0,45.0,42.3,54.8,59.4,54.4,46.8,53.4
309,204218,111.93,129.54,36,118.67,104.06,105.6688,105.8562,50.2,50.5,71.6,28.6,55.4,32.9,37.3,34.2
310,204319,123.06,109.09,35,137.25,117.39,119.6225,114.4496,55.0,47.8,48.4,60.7,63.3,56.0,61.8,46.1
311,204420,107.15,119.39,37,113.4,108.06,113.2744,122.0404,46.5,40.9,40.3,33.8,61.5,32.9,44.4,34.2
312,204521,111.51,103.64,37,100.29,104.06,106.9263,118.0931,53.1,50.0,52.1,48.5,36.6,43.7,36.8,39.1
313,204622,100.0,105.15,39,91.62,104.06,107.8739,109.2306,62.8,71.6,50.2,37.1,44.8,32.9,35.0,34.2
314,205725,143.94,134.24,36,136.33,117.39,120.11,116.94,51.7,52.2,36.8,51.3,58.1,53.7,51.1,51.0
315,206222,107.03,110.99,36,113.4,108.06,122.4272,114.7284,42.1,46.5,35.1,59.0,63.3,59.7,55.0,56.3
316,206323,126.71,110.91,40,124.27,100.43,107.2102,99.88036,60.1,57.4,55.7,43.9,36.6,41.4,47.1,34.2
317,206525,124.48,129.3,37,124.27,126.18,133.2912,114.2429,69.1,63.0,48.4,51.3,47.1,44.3,38.8,38.5
318,206828,120.58,121.55,37,150.84,144.5,118.3779,129.0995,68.2,68.2,50.2,35.4,50.7,41.7,39.1,34.2
319,208125,118.53,130.21,34,146.95,121.89,120.4676,130.0979,40.5,40.8,42.0,48.1,56.9,53.6,57.9,54.3
320,208226,107.52,102.37,39,108.11,133.93,126.13,123.46,57.1,50.0,60.2,41.9,52.8,51.2,32.3,38.1
321,208327,118.33,126.95,35,107.8,126.18,117.4496,113.3058,50.9,50.0,48.4,54.8,53.8,54.4,48.3,48.1
322,209228,118.18,111.29,38,115.83,108.06,128.4495,134.8629,57.1,48.5,44.4,50.3,53.0,51.2,55.2,55.0
323,209329,113.47,115.31,39,117.2,133.93,113.0886,120.7908,69.1,52.0,58.2,43.8,44.2,51.2,40.2,41.5
324,209935,129.69,134.94,33,105.32,93.9,109.65,105.64,40.5,31.1,28.6,58.5,67.8,46.9,59.6,55.0
325,210011,125.89,124.78,38,112.21,112.89,122.99,121.99,55.0,40.1,50.8,46.8,40.5,42.3,52.9,41.5
326,210112,109.59,98.12,40,134.82,93.9,114.9571,119.1651,57.1,51.6,44.4,54.8,57.5,54.4,50.2,51.3
327,210617,113.37,114.97,33,113.77,112.89,113.03,124.34,62.9,61.4,57.2,41.3,42.8,46.0,48.6,39.4
328,211215,134.69,142.11,39,122.01,117.39,140.9,150.71,44.3,52.2,48.4,43.4,51.4,49.0,46.1,48.2
329,211316,112.93,103.32,35,100.29,100.43,116.5653,124.0462,50.9,48.1,37.7,57.0,56.3,55.5,54.9,56.1
330,211417,129.6,123.33,37,114.09,121.89,121.67,129.49,65.8,51.9,54.1,46.0,47.1,51.2,46.4,44.7
331,211619,101.14,108.59,37,138.72,100.43,126.9043,121.2301,59.9,45.8,50.2,44.1,53.4,49.0,36.0,42.4
332,211821,116.45,116.83,38,113.4,96.99,120.3479,113.545,54.4,40.8,44.4,47.5,60.6,49.0,54.0,43.6
333,212015,119.42,121.83,39,98.16,130.38,123.7278,132.1965,74.6,71.6,71.6,42.6,40.9,52.9,54.1,55.0
334,212419,143.94,122.84,38,107.43,100.43,116.5,132.65,57.1,53.6,50.2,45.6,48.9,56.0,46.9,43.8
335,213017,130.33,115.22,36,121.22,104.06,113.0227,104.1119,62.8,55.7,58.7,49.0,56.2,51.2,43.0,42.3
336,213522,124.7,119.7,32,128.25,108.06,130.9884,115.4713,38.5,35.4,40.0,58.4,57.5,54.2,67.6,53.5
337,214019,109.82,115.08,32,113.47,117.39,112.48,121.37,49.3,42.5,42.7,54.9,54.6,53.7,52.0,51.2
338,214423,107.42,118.51,29,110.93,80.79,112.53,109.64,57.1,48.1,50.2,54.8,60.2,53.7,48.3,51.2
339,214726,126.42,127.35,38,109.49,117.39,120.23,121.13,52.6,44.5,42.0,56.6,52.2,51.2,50.2,53.3
340,217429,113.36,120.56,37,110.52,126.18,123.93,127.56,48.0,55.7,38.4,54.1,45.1,55.7,55.3,49.9
341,219231,115.62,106.37,34,94.84,126.18,125.59,124.53,54.4,44.6,46.2,41.5,44.5,52.1,49.3,47.6
342,220721,124.54,120.07,37,144.47,108.06,126.0119,113.2663,56.4,40.8,42.0,62.4,58.9,59.8,61.5,62.2
343,227533,93.8,93.04,38,91.62,93.9,116.2984,108.6897,52.6,55.9,48.4,45.0,42.4,46.7,39.4,38.9
344,228434,114.31,108.78,35,89.64,126.18,115.2745,118.6391,74.6,66.6,62.9,34.5,47.1,50.2,39.9,34.2
345,231928,122.01,109.29,37,127.9,117.39,119.63,114.57,42.6,44.2,48.4,45.7,58.9,51.2,60.4,43.8
346,237334,107.73,106.83,38,88.71,108.06,111.5107,114.7226,43.7,54.7,48.4,51.8,55.6,49.3,55.0,42.4
347,238033,107.73,102.48,34,83.25,104.06,123.1709,123.11,43.3,48.1,42.0,56.8,58.3,59.7,53.5,56.9
348,239944,110.94,95.01,32,107.32,112.89,119.53,111.24,74.6,71.6,50.2,46.0,36.6,43.9,39.2,42.2
349,245333,114.06,109.18,39,118.92,121.89,115.56,122.86,54.4,50.0,48.4,53.8,47.2,51.2,53.6,48.1
350,248339,129.94,119.39,40,145.54,117.39,135.7188,129.5978,42.6,37.9,31.2,60.7,66.6,54.2,55.6,55.9
351,249947,108.1,125.19,37,116.3,96.99,118.63,111.32,74.6,71.6,66.8,35.6,36.6,46.0,38.3,34.2
352,250932,114.23,102.83,36,103.08,117.39,129.4,127.43,55.0,46.3,48.4,45.9,46.4,52.0,51.8,46.1
353,251833,122.94,116.43,33,114.9,108.06,133.13,126.75,55.0,52.2,50.2,44.2,51.4,46.0,43.6,47.9
354,255639,112.12,108.31,34,119.11,108.06,109.63,112.84,55.2,56.4,44.4,54.0,57.2,46.9,45.1,45.7
355,255740,103.93,114.97,36,114.52,126.18,117.5933,114.8512,45.9,43.4,48.4,52.9,59.5,61.3,55.1,57.5
356,257845,138.87,123.33,36,97.15,117.39,109.7724,130.7467,69.0,71.6,52.1,43.2,36.6,42.7,41.5,34.2
357,257946,104.54,115.38,38,124.27,108.06,101.4552,107.9568,55.0,51.9,58.7,58.8,67.0,59.7,59.2,47.1
358,263436,97.19,90.61,34,99.14,100.43,125.4211,123.4976,58.7,51.9,48.4,52.4,53.8,61.5,59.5,49.4
359,268749,105.69,126.63,35,145.54,108.06,117.5115,109.909,57.1,67.2,60.2,35.1,47.6,42.9,37.6,34.2
360,268850,110.66,100.21,37,109.71,108.06,101.66,92.47,51.8,67.7,38.4,37.1,59.0,46.7,48.4,34.2
361,270332,125.81,119.16,29,122.72,126.18,135.7043,132.9079,57.7,42.1,46.5,48.1,44.0,49.3,40.0,46.3
362,274542,107.69,113.2,33,129.82,100.43,100.0522,109.7589,43.8,40.8,50.2,58.8,58.4,67.1,55.6,58.9
363,275645,112.4,108.4,38,118.67,104.06,120.2309,109.3343,47.0,53.8,42.0,58.5,44.6,51.4,61.9,62.2
364,281135,114.23,101.35,39,122.72,100.43,117.6387,126.5793,57.1,48.4,58.8,34.5,57.1,32.9,25.4,43.3
365,285345,103.33,100.02,36,91.62,112.89,110.4541,106.8626,69.6,63.7,48.4,34.5,40.9,39.1,44.1,38.9
366,285446,124.56,115.87,31,140.59,117.39,116.7069,113.473,62.8,59.9,50.2,39.2,42.8,50.7,43.7,45.6
367,286347,93.24,89.75,37,96.06,130.38,142.8163,132.9079,43.1,38.6,38.1,56.6,40.5,63.3,69.3,64.0
368,286650,121.3,118.28,34,140.59,117.39,112.2598,105.8639,49.2,55.9,50.2,42.4,55.2,43.7,48.2,46.3
369,290136,112.65,128.63,38,150.84,130.38,148.5436,134.8629,62.5,48.1,63.7,51.3,54.7,53.5,48.7,48.1
370,293748,118.62,122.53,36,125.79,104.06,115.97,125.47,52.6,52.2,50.2,44.3,36.6,49.2,47.9,38.8
371,297655,107.52,93.17,37,105.28,126.18,117.4114,123.1803,51.1,71.6,48.4,41.6,36.6,51.2,55.6,45.8
372,299154,105.89,97.58,36,131.64,117.39,120.644,129.4478,64.5,61.7,58.2,49.0,47.1,37.4,36.5,38.1
373,299760,97.94,97.81,38,113.4,108.06,135.9823,150.705,47.0,43.2,54.1,44.3,54.3,51.2,63.1,53.3
374,300618,126.59,99.89,39,117.81,108.06,107.61,122.33,58.2,50.0,52.6,42.4,55.5,49.2,31.4,44.7
375,300719,119.81,107.0,37,144.47,126.18,114.5187,126.1895,45.4,34.8,39.9,49.8,51.9,42.9,43.5,51.2
376,303119,127.11,120.7,31,108.63,100.43,111.31,119.5,38.9,50.0,42.0,54.8,60.8,49.3,57.4,48.1
377,304020,108.07,122.84,38,108.86,126.18,114.46,116.75,57.1,42.4,50.2,35.6,53.0,39.4,38.6,45.5
378,304727,116.08,103.16,38,98.16,133.93,110.9109,107.5667,71.9,62.5,50.2,42.4,36.6,51.2,38.1,41.8
379,307127,102.03,128.63,39,118.07,100.43,123.77,119.0,48.9,50.0,44.4,62.3,62.3,59.8,65.7,58.9
380,309636,132.18,142.11,39,113.4,126.18,126.2074,123.4713,49.6,53.9,48.4,47.7,49.7,52.9,52.5,49.4
381,310621,109.67,107.28,38,128.25,117.39,126.3469,116.4717,57.1,62.8,60.2,44.5,40.5,49.6,45.3,45.1
382,314225,105.06,107.53,31,96.06,112.89,106.0165,104.8443,52.6,40.8,46.9,57.0,58.8,49.3,49.9,48.1
383,316633,118.84,115.57,37,122.52,130.38,130.65,149.29,40.6,50.3,32.9,55.4,50.6,65.6,65.4,52.5
384,316835,122.83,119.16,32,124.27,100.43,111.4419,108.3182,62.8,59.8,52.7,44.7,42.4,51.0,43.7,47.6
385,318637,103.82,109.29,32,114.52,112.89,121.4511,108.0348,41.3,42.4,42.0,39.2,36.6,51.2,43.9,41.7
386,321323,107.01,105.63,40,83.25,117.39,106.914,114.9479,47.5,50.3,55.7,42.1,47.1,37.6,42.6,34.2
387,322224,113.96,102.83,39,110.12,104.06,125.4787,126.8284,55.0,68.2,46.5,40.1,47.1,49.0,47.5,47.6
388,325129,107.65,92.34,33,115.83,108.06,128.5762,123.5111,60.1,44.8,51.6,44.3,63.9,52.9,50.8,45.5
389,329844,126.59,117.71,33,151.81,108.06,119.9015,114.3654,60.3,71.6,71.6,36.6,36.6,41.8,37.1,34.2
390,330324,126.52,110.53,36,118.67,117.39,119.882,123.1362,45.4,36.2,42.0,52.0,40.8,40.0,43.4,49.9
391,333330,105.24,102.45,32,104.06,100.43,115.398,107.3443,47.7,40.8,54.2,50.9,42.8,44.5,40.9,45.0
392,334635,103.23,116.58,34,88.35,96.99,118.21,118.84,60.1,57.6,50.2,52.8,62.6,57.6,56.8,49.2
393,336841,142.78,131.49,36,104.06,100.43,124.5077,126.8675,59.4,50.7,55.1,50.1,44.0,51.4,48.5,41.9
394,339847,123.99,109.62,36,117.98,104.06,122.84,111.28,62.5,55.8,54.1,46.0,55.6,32.9,39.0,34.2
395,341834,129.84,119.97,39,144.47,104.06,126.3601,120.9348,64.8,58.0,65.1,46.8,51.2,49.0,47.5,42.3
396,346945,108.18,121.28,36,131.64,117.39,108.8866,117.1111,63.4,51.4,67.8,50.8,62.8,37.2,58.0,39.5
397,348545,109.36,134.18,35,145.54,126.18,106.6941,118.3491,53.1,53.9,51.8,73.5,68.0,65.1,77.2,59.8
398,349244,118.71,114.97,37,142.84,112.89,112.1411,109.4892,55.0,50.0,50.2,43.7,49.0,51.2,38.9,46.1
399,350330,126.71,113.89,36,129.82,112.89,115.8581,117.1544,55.0,48.1,52.1,52.0,36.6,46.0,52.6,42.9
400,352738,129.78,131.35,35,123.98,117.39,114.89,134.86,57.1,50.3,55.4,52.1,43.6,56.0,58.9,43.6
401,353740,132.18,110.46,39,140.59,100.43,112.3109,110.9647,62.8,63.3,61.9,49.0,47.1,53.1,33.7,34.2
402,356948,99.49,121.18,35,112.24,121.89,118.2,119.15,57.1,62.5,52.7,45.2,47.1,49.6,38.1,44.9
403,358144,122.33,117.4,36,144.47,117.39,114.167,108.5283,52.6,51.8,52.7,28.6,56.3,32.9,48.5,34.2
404,360030,125.88,103.81,39,138.72,112.89,117.2165,126.7576,41.3,38.7,40.3,49.7,55.5,51.4,52.9,58.8
405,361234,115.16,101.93,38,92.72,108.06,114.3264,118.1379,46.6,42.5,40.2,45.1,36.6,49.0,50.1,46.1
406,361941,118.76,116.72,36,121.97,100.43,121.5,128.43,36.8,30.9,40.3,56.6,59.4,70.6,64.0,62.4
407,365343,125.86,120.36,39,111.11,108.06,133.5008,122.274,55.3,56.4,45.0,49.8,40.8,46.0,42.9,41.8
408,366042,124.42,127.29,40,111.26,117.39,123.72,123.78,49.6,51.4,42.0,48.4,49.4,61.6,64.9,51.2
409,371843,106.1,106.59,31,111.81,112.89,117.14,111.27,38.6,37.9,34.4,59.9,63.1,63.6,68.8,60.5
410,377451,107.32,101.21,37,117.24,108.06,117.54,124.74,40.1,44.0,38.4,59.3,52.7,69.4,66.1,57.3
411,378857,104.34,118.51,34,101.6,112.89,123.2775,123.1061,58.7,62.5,48.4,44.1,43.3,52.1,45.0,45.7
412,379657,107.79,111.04,39,111.11,100.43,115.3796,123.0173,47.0,44.5,42.0,55.6,63.6,63.7,53.8,54.3
413,380036,120.64,117.09,38,124.78,121.89,125.42,125.76,55.0,51.9,45.0,57.1,45.0,42.1,45.7,43.0
414,381038,108.11,109.72,36,124.27,100.43,108.8521,114.4867,40.6,50.0,38.4,56.8,59.6,63.7,50.4,51.2
415,381543,121.3,117.28,39,138.72,130.38,110.9665,112.1068,70.6,67.2,60.8,43.6,63.1,44.3,34.8,34.2
416,385046,108.63,106.29,35,98.16,93.9,120.3897,118.5012,57.1,50.0,50.2,38.8,36.6,43.3,43.6,34.2
417,386250,101.79,111.1,30,103.02,117.39,125.75,124.22,42.0,42.5,50.2,60.1,69.8,63.3,57.1,62.2
418,389357,81.27,100.57,34,140.59,117.39,111.8796,113.9523,49.8,64.3,50.2,40.1,51.4,46.2,42.4,44.2
419,391748,129.46,130.09,38,140.59,117.39,111.4085,108.1461,41.7,50.0,50.2,28.6,49.0,46.2,35.8,50.8
