,surfarea_Network_1,surfarea_Network_2,surfarea_Network_3,surfarea_Network_4,surfarea_Network_5,surfarea_Network_6,surfarea_Network_7,surfarea_Network_8,surfarea_Network_9,surfarea_Network_10,surfarea_Network_11,surfarea_Network_12,surfarea_Network_13,surfarea_Network_14,surfarea_Network_15,surfarea_Network_16,surfarea_Network_17,Subject
50,5865.48193359375,15819.55908203125,8718.7392578125,4776.497314453125,15812.8115234375,10180.47705078125,12612.7587890625,12295.9873046875,6843.01904296875,39865.681640625,2654.60546875,12476.400390625,11088.6181640625,9594.9931640625,7514.05419921875,15580.869140625,13574.31298828125,114217
51,4631.105712890625,18349.0615234375,9054.34716796875,4382.8629150390625,13429.57470703125,9125.625,18200.6015625,12387.7099609375,6988.256103515625,41748.34765625,2446.5093994140625,11481.943359375,11769.703125,9302.7861328125,8931.80908203125,14734.5068359375,14772.7158203125,114318
52,5986.180419921875,15099.1220703125,9060.6796875,4654.27783203125,16715.87890625,10424.7392578125,14133.248046875,12566.20947265625,6746.328857421875,37165.21875,3109.619873046875,11185.2255859375,11985.57666015625,6233.382568359375,9578.890625,14854.42724609375,18272.59765625,114621
53,5236.710693359375,20071.56640625,10791.82763671875,4596.849853515625,13392.95361328125,12274.4326171875,14503.12841796875,13347.48974609375,7003.346435546875,38980.625,2228.696044921875,11657.4091796875,10394.37109375,10597.99169921875,8481.39892578125,17203.2197265625,16161.87841796875,114823
54,4807.33447265625,17588.3466796875,8952.32373046875,5378.450439453125,13358.49267578125,10056.83056640625,13496.77783203125,12851.962890625,6172.116943359375,36503.1328125,3089.1224365234375,8359.994140625,9734.05078125,9734.87451171875,6571.02197265625,17712.283203125,11149.9248046875,115320
55,4551.033447265625,20486.1962890625,11379.99365234375,4295.8740234375,12737.849609375,11155.69091796875,15409.330078125,13091.92822265625,5934.4013671875,44478.65234375,1782.7161254882812,11059.12548828125,9077.654296875,11260.1484375,9066.84423828125,16137.90478515625,16580.02587890625,115724
56,5726.921630859375,11952.3447265625,9562.98779296875,5605.6513671875,17359.2529296875,11373.2578125,13854.01513671875,11829.6318359375,6907.32470703125,39805.728515625,2893.36376953125,10229.88232421875,11621.8359375,8814.30126953125,9824.3125,13597.40234375,15916.8681640625,115825
57,5362.745849609375,18316.861328125,10053.83154296875,4328.01513671875,12531.39306640625,11498.56787109375,17008.71533203125,9889.4306640625,7094.324951171875,42137.470703125,2966.8990478515625,12278.4150390625,12858.36572265625,9671.82861328125,7638.63671875,15771.275390625,15196.447265625,116726
58,5069.326416015625,18020.666015625,10173.5654296875,5141.46337890625,12671.43701171875,14233.5283203125,13352.8740234375,12607.5087890625,6011.08837890625,39535.87890625,2306.826416015625,10632.60546875,12509.88623046875,9784.3291015625,11728.5341796875,15069.5244140625,15178.21337890625,117021
59,5629.98779296875,14093.75390625,8290.021484375,5707.4345703125,15963.08642578125,12539.43701171875,13146.1494140625,17188.6279296875,7532.31982421875,42392.5,2293.4464111328125,8888.186767578125,8634.66650390625,10937.77294921875,8738.37744140625,13074.36279296875,15184.3076171875,117324
60,4417.456787109375,17518.056640625,9349.47607421875,4779.9716796875,14710.35498046875,10862.80126953125,14755.78515625,12486.44482421875,5542.86572265625,38235.58984375,2640.212158203125,11319.99560546875,11336.87890625,7620.052001953125,7689.586669921875,16079.361328125,15909.724609375,117930
61,4492.269775390625,16678.5048828125,8538.77294921875,4356.8544921875,12932.24609375,13935.15625,13491.5537109375,14456.1484375,7320.203125,36364.91796875,1957.8055419921875,8485.469970703125,10573.0615234375,8670.138671875,9363.63916015625,13119.0400390625,17989.0849609375,118023
62,3839.0279541015625,18174.0537109375,10306.26123046875,3900.0380859375,10971.1240234375,10328.99462890625,15429.11181640625,9024.875244140625,6910.705322265625,41258.734375,1985.6240234375,7329.38623046875,9548.5390625,8658.1591796875,9405.17919921875,13657.45166015625,16013.79443359375,118124
63,5240.0673828125,23938.765625,9071.30078125,5008.929443359375,11575.69970703125,11989.080078125,17066.63671875,12143.87890625,6925.17333984375,44784.423828125,3495.1531982421875,10919.83740234375,11715.71337890625,10743.31640625,8155.56591796875,10754.3408203125,16930.98974609375,118225
64,5333.942138671875,18138.8486328125,9705.638671875,4744.640869140625,14416.5029296875,11633.72314453125,15993.5537109375,10333.783203125,6882.361083984375,38304.45703125,2496.93505859375,10245.576171875,10467.55712890625,10432.6201171875,9350.82177734375,16887.62109375,17690.966796875,118528
65,5150.728271484375,17323.24853515625,9014.072265625,4188.8951416015625,14174.2421875,12714.63232421875,14823.32080078125,14153.62841796875,7450.438232421875,44955.56640625,3641.5941162109375,12314.6513671875,10543.48779296875,10770.2802734375,10983.8974609375,16160.6005859375,11543.1787109375,118730
66,6526.231201171875,15110.32421875,9674.6904296875,4348.827880859375,13157.0517578125,10798.287109375,14919.572265625,10692.224609375,6553.52783203125,44593.28515625,2162.1837158203125,13274.51220703125,10249.716796875,9197.6953125,9036.5205078125,15558.4296875,13486.375,118831
67,6063.2841796875,18385.0859375,8110.901611328125,4210.509765625,10889.251953125,13266.42529296875,14668.8828125,12196.38916015625,5462.873779296875,44548.76171875,3029.0396728515625,9242.134765625,11504.23193359375,10234.7783203125,10329.88720703125,16575.533203125,14970.59716796875,118932
68,5565.311767578125,19954.7978515625,10097.501953125,4516.349609375,15388.419921875,13695.13818359375,14325.5703125,12215.9384765625,6637.2861328125,41191.74609375,1980.9345703125,13098.1162109375,10998.4248046875,10346.30810546875,8757.46337890625,19883.021484375,18237.2841796875,119025
69,4510.494873046875,17929.822265625,9956.22607421875,5508.355224609375,10030.22412109375,9733.3935546875,13802.14013671875,11002.3115234375,6174.502685546875,35916.794921875,2913.3663330078125,11629.830078125,9887.7587890625,11483.6845703125,10389.17626953125,16441.10107421875,14734.7470703125,119126
70,4626.51318359375,16276.6708984375,10085.94189453125,4368.6513671875,12881.3994140625,9684.07421875,16168.78076171875,13645.455078125,5575.388916015625,39492.412109375,2593.8326416015625,9662.1728515625,11603.4638671875,10184.556640625,7116.67333984375,13227.7626953125,17235.853515625,119732
71,6307.818359375,15158.32568359375,10890.79443359375,4786.6337890625,14452.4482421875,11281.8916015625,13826.763671875,15967.65966796875,6985.403564453125,41725.33203125,2830.1260986328125,10740.04443359375,13719.841796875,10361.24267578125,8212.0712890625,16354.1259765625,14798.0595703125,119833
72,4892.175048828125,15833.408203125,8831.97607421875,4674.721923828125,14335.8486328125,11171.2705078125,16002.216796875,12450.60205078125,6221.87158203125,39806.998046875,2666.8726806640625,9743.11962890625,11209.39111328125,8886.59912109375,11217.97998046875,15003.064453125,16320.1279296875,120111
73,5367.451416015625,16018.38232421875,8148.626953125,4954.67578125,15151.66796875,9867.21142578125,14806.78369140625,12422.87255859375,6493.14892578125,39395.705078125,2058.429931640625,8194.840576171875,9472.6025390625,9040.6064453125,9836.3974609375,15389.9658203125,14332.8037109375,120212
74,5451.980224609375,15196.49951171875,8538.7314453125,4344.8076171875,16748.25634765625,8245.710693359375,12136.37451171875,14174.47314453125,6020.39013671875,37264.37109375,3254.8736572265625,11469.2578125,6800.540771484375,9036.05908203125,10416.43017578125,13982.43359375,12634.6533203125,120414
75,5375.660888671875,16458.06298828125,7136.240966796875,4602.42333984375,14725.69873046875,11803.72412109375,13052.775390625,10505.7451171875,5925.544921875,37561.2265625,2229.9573974609375,9122.03125,8879.95849609375,8072.774658203125,11836.6396484375,13197.3447265625,17529.6865234375,120515
76,4958.658447265625,15504.6953125,9192.70556640625,5522.444580078125,12971.35888671875,10488.74853515625,14831.14697265625,13743.9287109375,8156.734375,42064.521484375,2960.8411865234375,8881.44384765625,9753.2373046875,9973.56396484375,7523.09716796875,15351.64208984375,15032.951171875,120717
77,5228.0048828125,18439.7861328125,10770.0458984375,4578.276123046875,12587.24072265625,12492.6396484375,15888.6943359375,16690.36767578125,7854.747802734375,46772.154296875,2852.66943359375,9624.56640625,8765.9765625,10465.775390625,11511.68310546875,12160.5107421875,16610.29833984375,121416
78,5085.949462890625,19754.435546875,9460.20703125,4507.90576171875,9705.556640625,12272.22705078125,16613.708984375,9982.53125,6526.403076171875,46065.841796875,2492.7618408203125,11574.89990234375,11711.1171875,7892.26123046875,8072.7001953125,15801.705078125,17431.3720703125,121618
79,5009.22509765625,15394.6142578125,10747.53173828125,4269.53125,14448.18896484375,10855.005859375,14467.29638671875,12711.50341796875,6497.1357421875,36772.859375,2584.8720703125,11478.478515625,10923.70654296875,8863.0927734375,9760.953125,13882.5615234375,19548.2373046875,122317
80,5711.992431640625,19722.0966796875,8554.05322265625,5498.609375,10600.6513671875,11187.44970703125,13703.4970703125,12554.5361328125,6216.2666015625,40019.70703125,3247.415771484375,10133.57763671875,11561.10302734375,8397.15283203125,7295.13818359375,15806.9169921875,15009.7314453125,122620
81,5004.82568359375,18138.357421875,9317.265625,5854.115234375,12762.8818359375,12250.287109375,13214.88232421875,13987.958984375,7144.5009765625,37533.79296875,1925.9712524414062,11663.68017578125,8647.416259765625,9746.66259765625,8475.821044921875,19421.224609375,19817.251953125,122822
82,3946.8304443359375,20435.1669921875,10366.1259765625,4845.195556640625,11612.67822265625,13324.63916015625,13375.4375,13164.4677734375,5667.37744140625,40859.96875,3014.58056640625,12339.564453125,8740.879638671875,9185.88427734375,7785.85498046875,13771.486328125,15634.314453125,123521
83,5506.053466796875,16065.3134765625,7452.9208984375,5117.6171875,12686.8388671875,10829.1806640625,13802.88330078125,14769.51513671875,5941.867431640625,40468.6015625,3258.75732421875,10958.95166015625,8094.625,7095.0478515625,7556.0556640625,11292.83349609375,15836.56005859375,123925
84,5365.4228515625,14190.26708984375,8305.928955078125,4937.599853515625,21157.1669921875,14121.9677734375,11220.216796875,14059.14404296875,5499.041748046875,40637.6015625,2748.2908935546875,8897.987060546875,9017.5615234375,9778.97314453125,10034.41357421875,12504.19091796875,16220.466796875,124422
85,5284.99755859375,21477.837890625,9541.228515625,5317.988037109375,13394.1513671875,9749.779296875,14093.0126953125,10388.552734375,6214.657958984375,41353.8515625,2689.48095703125,10371.84033203125,10441.80810546875,10116.98779296875,9930.62890625,13358.669921875,16142.80517578125,124826
86,5669.20556640625,17903.931640625,10434.83984375,4771.676025390625,11422.08203125,10965.5302734375,16341.4580078125,11729.75341796875,6855.411865234375,40770.515625,2003.5673828125,12743.1630859375,11555.9736328125,9576.54443359375,8159.679931640625,13376.517578125,16751.646484375,125222
87,4922.376953125,16365.6962890625,8331.16015625,4954.000732421875,13823.3115234375,9570.3896484375,12374.0751953125,7734.07177734375,5980.926513671875,40458.48828125,2242.146484375,8938.218505859375,9913.24072265625,11469.12451171875,9185.37158203125,16096.0908203125,15705.2646484375,125424
88,5011.798828125,17312.0732421875,10316.8515625,4861.599853515625,13852.216796875,11818.9443359375,14694.2021484375,11968.63671875,6559.716552734375,42651.818359375,2727.129638671875,9375.62353515625,8781.7724609375,9172.8603515625,8349.384765625,15007.2685546875,15644.388671875,126325
89,4891.5166015625,16796.6689453125,9620.064453125,4000.49267578125,13799.09716796875,10305.87548828125,14403.5107421875,10350.77978515625,6417.886962890625,41510.79296875,3016.4720458984375,9668.10009765625,9593.765625,8053.02587890625,7146.665283203125,15301.19921875,13224.3154296875,126426
90,6268.89013671875,18019.533203125,11286.91796875,5976.829345703125,12682.39306640625,12062.60009765625,14904.87548828125,11791.89990234375,7996.3876953125,42411.904296875,3967.234375,11266.3935546875,13506.4501953125,9447.44091796875,9739.25537109375,16584.18896484375,13850.625,127226
91,5439.7470703125,19021.5869140625,9521.27099609375,4009.9786376953125,13221.017578125,9043.5927734375,14626.21533203125,10685.576171875,5890.70703125,39350.921875,2647.91650390625,10729.95166015625,7816.3056640625,9538.36474609375,9502.5712890625,13683.306640625,14071.21044921875,127630
92,6393.251953125,13171.9677734375,9375.17919921875,5215.24072265625,14808.267578125,11342.5341796875,12806.76318359375,14421.59326171875,6592.868408203125,35933.4140625,2423.156494140625,9606.8388671875,9138.98779296875,11247.90185546875,9469.13623046875,14653.8125,17748.1044921875,127832
93,4345.45361328125,17238.39306640625,11514.0166015625,4515.2705078125,14297.03955078125,12094.8037109375,16285.16943359375,13186.2841796875,5670.8095703125,45954.828125,3453.97265625,10185.5888671875,11268.32421875,10191.7509765625,10277.958984375,15629.91259765625,18734.8408203125,127933
94,6132.558349609375,16040.3349609375,9986.6259765625,4415.6083984375,12076.8759765625,10001.8134765625,15122.47021484375,13179.89697265625,6596.36962890625,40136.033203125,3194.7677001953125,11888.5498046875,11238.57666015625,11047.3720703125,7844.3955078125,14825.24462890625,16307.60546875,128127
95,6515.621826171875,16105.2021484375,10211.150390625,5037.427734375,17196.07763671875,9746.72802734375,15824.236328125,13887.68603515625,7823.064697265625,40500.32421875,2645.239990234375,9062.593994140625,9148.8896484375,9387.64599609375,8178.46435546875,20751.181640625,12788.75390625,128632
96,4453.195068359375,16197.15185546875,9319.703125,4230.765625,12345.302734375,10703.8681640625,12698.60009765625,13508.27392578125,6889.91796875,46455.625,2453.7943115234375,10553.17578125,8477.8818359375,9650.99755859375,7802.96630859375,14834.828125,13285.17626953125,128935
