,network_component_0,network_component_1,network_component_2,network_component_3,network_component_4,network_component_5,network_component_6,network_component_7,network_component_8,network_component_9,network_component_10,network_component_11,cognetion_component_0,cognetion_component_1,cognetion_component_2,cognetion_component_3,cognetion_component_4,cognetion_component_5,cognetion_component_6,cognetion_component_7,cognetion_component_8,cognetion_component_9,cognetion_component_10,cognetion_component_11
0,1.8495411364159835,0.4465939233513385,-0.2349254561518999,1.2704968157691205,2.1718107367256305,-0.6227034500012522,-1.2199138344871574,2.220356086217834,0.1295730724439674,-0.07692690565133496,-0.9292176617069586,0.20682467961631354,0.42166290285899966,2.1722387306950446,0.8313125913169532,-0.8127969212863734,-0.11021341847684135,0.6507434084561659,0.001510010677272145,-0.8381829541854503,-1.2774810047245433,0.14951438409399356,-0.09410058628022713,1.2211536991740963
1,-0.8316850598996762,-0.3712864725217797,-0.8955054358790245,-0.7605694357264524,-0.5317818779873972,0.0246413548791778,1.669131166489821,1.1116402509520211,-0.37355444937943033,0.7279861412397486,-0.30997145938877463,-0.5085932704828207,-1.3309684379837485,1.4149569311162549,0.7601543068001021,0.08809418042470332,0.09006308720638255,0.22331903508565074,0.3264782610347105,-0.5373731592962832,-0.46691911010468434,0.2515601687349283,0.8475901816659602,-0.5317958389090317
2,0.06728310070429724,-0.519829122578908,-0.5952004697623896,1.946900392324703,-0.6839317508708953,-0.8635577486672099,0.05702996889952976,-0.06582210725726023,0.16446471406678603,-0.9702734221787327,-0.7758937844332037,-0.42840141947664045,-0.18561360230998966,0.07301733774149209,1.231781099511171,-0.7856678236873778,-0.027267841943264547,-0.980261421982102,1.0372165260708368,0.5582969995135061,-0.17927436854517056,1.8083964970599786,2.852268657526373,-0.35348835523005584
3,0.7262510709699443,-1.882574565277556,0.5448037637490049,0.5055498970829211,-0.24211220464319336,1.1948124996040663,-0.7218441528022648,0.7559260113962135,2.6329208752333644,0.5460416878015014,1.0592525514002271,-0.6361784186443828,-3.698650143719671,0.6624729701036058,1.5416231483355975,-0.7496276043064988,-0.6786809695471663,-0.6623243229161009,-0.5734600687751855,0.6682049969324111,-0.002096642667423367,0.6769651431087811,-0.5382512741254779,0.012844163163991118
4,-1.4774267862320398,0.9543791192930218,1.9776374040881086,-0.9074063760450217,0.11542121765394377,1.3920322044540403,0.12639977067872393,-0.24312241990016148,1.525598451419313,-0.10853924737560124,0.4648858382640839,-0.4361738992836816,2.9278890946240628,1.181441159211988,0.6822378733070402,-0.9293448484589696,-0.6110373546763294,0.35965613860186885,-1.5315969339780642,-2.0248766480146196,-1.9620277499293979,-0.48627981708986656,-0.13984838051918683,0.35408278401318055
5,0.1089435006343066,0.02963540594254962,0.5009092595941544,-1.4521209611884767,0.3194633470177072,-1.8960869441196573,1.3501817648177845,0.639054379413791,-1.1434912026981006,0.8841229558344178,0.16403539112762713,1.3722512380192116,1.8065415610478468,0.7350693115044354,1.5470205022931653,0.23605327989404362,-0.7431773546173506,1.319406418073791,1.5217999784544811,1.2740440477924038,-0.18991298290060388,0.324314644768549,-0.41558230612647207,-0.7466983794163758
6,-0.6205661384144651,-0.7361333741487149,-0.264138025362666,-0.3333113382866385,1.1980439853113551,0.6164934496833597,0.11956686442063313,0.7942248908809533,1.0505552258787145,-0.3921682897181889,0.4326220880289265,0.5565636535804762,0.2757173909148985,2.650350696089978,0.23911391494820322,-0.3420494834411571,0.06410705857166135,0.694691431921522,-0.7127266571116917,0.6450171032599035,-0.37987251901950303,-0.9139014059786947,-1.0699934114420047,-0.1386518230626368
7,1.5584512858958675,-0.04287825980110264,-1.7782277704682838,-0.9753508674063908,1.4770048718609428,0.7885052205129399,-0.9857173604733764,1.2072375661650476,-0.9597468817969466,-0.8835380060857237,-2.117288944479626,-0.045800679842074574,0.9650266400535081,2.2510808097796065,3.8977691830461767,0.6159959610198588,11.54804891831988,-1.8576109660095546,2.2551917375481887,-2.0934155307924285,0.3648199422692938,2.1038183773537162,0.44320876587700664,-1.2472543608776236
8,1.2913813025707006,-0.014348757506265283,-1.0572159801787424,-0.4179653939510307,1.5773758965168878,0.20859807907531727,1.6288609787353783,0.43537556548828854,-0.5430656207828581,-0.08302846318880071,-1.0864898378973478,1.2078964604097704,1.1884695012582196,3.7954287867223706,-1.4405602453683657,0.9379393686546934,-0.8163328669004798,-1.5344657691727779,-0.42430569400644175,-0.5084584783330109,-0.41351894992475163,1.350738571860208,0.29352223041612646,0.7800950124465569
9,0.7172810550396346,-2.1500650505260257,2.3764216671736964,0.6002158079548712,0.5099470180571487,-1.0970657302689255,-0.43091730365104397,0.774814294645221,-2.2609494647655684,2.4193820369255605,-0.032114446845159836,-0.33554246408991956,-1.422552735848342,-2.336481025647476,-0.8143114249618213,-0.6459937049412541,0.4343196385646469,2.3977028887989436,0.49492913843289316,-0.5140201378258054,-0.05533445161710094,-0.40637312407300663,-0.005719456669094243,-0.46761610632076894
